trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1294,False,"{'a': 0.1, 'e': 0.27423712714469284}",20,0,-36.00390972350872,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1295,False,"{'a': 0.1, 'e': 0.273275328084588}",25,14,6.826323978585466,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1296,False,"{'a': 0.1, 'e': 0.272313255749178}",25,14,-17.963773979117516,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1297,False,"{'a': 0.1, 'e': 0.2713509111005347}",20,12,8.2443988186662,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.1, 'e': 0.27038829510100315}",25,7,11.60067691972047,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1299,False,"{'a': 0.1, 'e': 0.26942540871319887}",25,13,21.62184883292828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.1, 'e': 0.26846225290000847}",20,13,-27.569639466073674,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1301,False,"{'a': 0.1, 'e': 0.26749882862458735}",35,18,10.35268928273696,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1302,False,"{'a': 0.1, 'e': 0.2665351368503601}",20,0,11.173108098500624,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1303,False,"{'a': 0.1, 'e': 0.265571178541018}",20,13,2.274310586205279,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1304,False,"{'a': 0.1, 'e': 0.26460695466051976}",20,14,13.650128382111285,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.1, 'e': 0.2636424661730887}",25,1,-30.848260049937238,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
1306,False,"{'a': 0.1, 'e': 0.26267771404321355}",20,11,18.39538992785372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.1, 'e': 0.2617126992356461}",20,6,2.024899019559121,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1308,False,"{'a': 0.1, 'e': 0.26074742271540147}",20,15,8.764732839994533,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.1, 'e': 0.25978188544775555}",30,13,-26.440196819227378,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 0}",1
1310,False,"{'a': 0.1, 'e': 0.2588160883982461}",20,5,14.296633581961498,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.1, 'e': 0.25785003253266964}",20,0,-54.39796611814604,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
1312,False,"{'a': 0.1, 'e': 0.2568837188170823}",20,0,-21.79349435000717,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1313,False,"{'a': 0.1, 'e': 0.2559171482177973}",20,11,2.9053228962398476,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'a': 0.1, 'e': 0.2549503217013857}",20,0,19.611952156211583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1315,False,"{'a': 0.1, 'e': 0.2539832402346734}",30,4,32.65614489440263,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
1316,False,"{'a': 0.1, 'e': 0.25301590478474223}",25,7,-13.189792128097686,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1317,False,"{'a': 0.1, 'e': 0.25204831631892716}",25,6,19.45616239928607,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1318,False,"{'a': 0.1, 'e': 0.25108047580481696}",20,0,31.223414756425825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1319,False,"{'a': 0.1, 'e': 0.2501123842102517}",25,5,-4.555003024334588,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1320,False,"{'a': 0.1, 'e': 0.24914404250332328}",25,19,10.277028827033211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.1, 'e': 0.2481754516523729}",30,4,22.514613680575245,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
1322,False,"{'a': 0.1, 'e': 0.24720661262599175}",35,23,16.45868727434443,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.1, 'e': 0.24623752639301838}",25,13,-3.2158805317789154,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1324,False,"{'a': 0.1, 'e': 0.24526819392253935}",20,10,14.115999418348899,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.1, 'e': 0.24429861618388662}",25,15,17.847177492156725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.1, 'e': 0.24332879414663827}",25,8,-36.58397518761016,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
1327,False,"{'a': 0.1, 'e': 0.24235872878061585}",25,15,19.435235415880626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.1, 'e': 0.24138842105588507}",25,13,10.712059960786826,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1329,False,"{'a': 0.1, 'e': 0.2404178719427531}",20,11,8.177939340625944,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1330,False,"{'a': 0.1, 'e': 0.23944708241176946}",20,15,8.682268212867172,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.1, 'e': 0.23847605343372313}",20,0,30.27864587651505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1332,False,"{'a': 0.1, 'e': 0.23750478597964347}",30,19,9.99229067398448,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1333,False,"{'a': 0.1, 'e': 0.2365332810207974}",25,0,11.079388805427469,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1334,False,"{'a': 0.1, 'e': 0.23556153952869024}",30,22,1.8927671248992493,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'a': 0.1, 'e': 0.23458956247506296}",25,0,-26.358119515250014,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1336,False,"{'a': 0.1, 'e': 0.233617350831893}",25,10,32.30898610365094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.1, 'e': 0.23264490557139142}",20,0,21.89652879256759,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1338,False,"{'a': 0.1, 'e': 0.2316722276660039}",20,13,13.99262308007939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.1, 'e': 0.2306993180884078}",20,11,5.1967954185457135,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'a': 0.1, 'e': 0.22972617781151303}",30,13,29.62978990766103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.1, 'e': 0.22875280780845939}",20,9,-48.105814853917146,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
1342,False,"{'a': 0.1, 'e': 0.22777920905261723}",20,0,-42.80595295729213,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
1343,False,"{'a': 0.1, 'e': 0.22680538251758475}",20,2,18.547953476448757,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.1, 'e': 0.2258313291771889}",20,14,-17.706609082161787,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
1345,False,"{'a': 0.1, 'e': 0.22485705000548248}",30,19,-31.827392340665988,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1346,False,"{'a': 0.1, 'e': 0.22388254597674498}",25,3,11.543662274764227,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1347,False,"{'a': 0.1, 'e': 0.22290781806547996}",35,6,0.1398074834017291,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 0}",1
1348,False,"{'a': 0.1, 'e': 0.22193286724641567}",30,16,-2.4035735522107515,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1349,False,"{'a': 0.1, 'e': 0.22095769449450242}",20,10,6.983866050377273,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.1, 'e': 0.2199823007849133}",20,11,12.50393060523302,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.1, 'e': 0.2190066870930415}",25,7,-31.85681551387035,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1352,False,"{'a': 0.1, 'e': 0.21803085439450107}",25,17,15.403977087421246,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.1, 'e': 0.2170548036651242}",25,12,-21.94805845242146,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
1354,False,"{'a': 0.1, 'e': 0.21607853588096199}",20,11,17.573340805911602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.1, 'e': 0.21510205201828167}",20,16,7.767726362892721,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.1, 'e': 0.21412535305356747}",20,6,-20.530914716241316,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1357,False,"{'a': 0.1, 'e': 0.21314843996351787}",20,5,-59.684517131134825,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
1358,False,"{'a': 0.1, 'e': 0.21217131372504627}",30,2,38.26963984465653,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.1, 'e': 0.2111939753152784}",20,16,8.722774225641778,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.1, 'e': 0.21021642571155302}",20,8,20.28393072017157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.1, 'e': 0.20923866589141926}",20,13,3.6643192222061503,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.1, 'e': 0.20826069683263726}",30,21,16.69099346094399,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.1, 'e': 0.20728251951317556}",25,10,-79.7989779687873,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
1364,False,"{'a': 0.1, 'e': 0.20630413491121183}",20,9,-7.2664178470732335,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1365,False,"{'a': 0.1, 'e': 0.20532554400513015}",20,10,19.46461883758841,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.1, 'e': 0.20434674777352183}",20,12,8.139593613774192,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.1, 'e': 0.20336774719518252}",20,16,8.932083471022871,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.1, 'e': 0.20238854324911318}",20,8,21.76288162546509,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.1, 'e': 0.20140913691451726}",25,8,24.849785711029494,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.1, 'e': 0.2004295291708014}",20,8,18.980504576224373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.1, 'e': 0.19944972099757285}",20,15,12.124175363083175,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.1, 'e': 0.19846971337464017}",20,9,-33.56686516887449,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1373,False,"{'a': 0.1, 'e': 0.19748950728201042}",20,12,15.771538416428506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.1, 'e': 0.19650910369989008}",25,17,15.282858101215687,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.1, 'e': 0.19552850360868218}",30,11,4.078130107905581,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
1376,False,"{'a': 0.1, 'e': 0.19454770798898718}",25,3,-2.2084651085630727,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1377,False,"{'a': 0.1, 'e': 0.1935667178216002}",20,8,21.012647317469668,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.1, 'e': 0.19258553408751175}",20,12,4.864935291384208,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1379,False,"{'a': 0.1, 'e': 0.19160415776790501}",25,7,3.737266070412697,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1380,False,"{'a': 0.1, 'e': 0.19062258984415673}",20,14,2.8014384459585173,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.1, 'e': 0.18964083129783424}",20,6,28.080998740703702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.1, 'e': 0.1886588831106965}",20,16,9.415507050647996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.1, 'e': 0.18767674626469114}",35,21,11.569609613013272,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1384,False,"{'a': 0.1, 'e': 0.18669442174195539}",20,15,9.378215146157158,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.1, 'e': 0.1857119105248132}",20,14,10.824796171206899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.1, 'e': 0.1847292135957762}",25,16,-32.918499426881766,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
1387,False,"{'a': 0.1, 'e': 0.18374633193754078}",25,12,-28.350068968718976,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
1388,False,"{'a': 0.1, 'e': 0.18276326653298897}",20,9,18.71691136326035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.1, 'e': 0.18178001836518562}",25,5,29.160034403581168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.1, 'e': 0.18079658841737928}",20,14,10.59731663966735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.1, 'e': 0.17981297767299936}",35,9,43.54551938059799,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.1, 'e': 0.17882918711565696}",20,15,11.968867778375747,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.1, 'e': 0.17784521772914216}",20,13,15.007656988658885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.1, 'e': 0.17686107049742464}",30,19,-42.837253861558985,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
1395,False,"{'a': 0.1, 'e': 0.17587674640465117}",25,13,-42.4359983899008,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1396,False,"{'a': 0.1, 'e': 0.17489224643514614}",20,12,20.239895715564707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.1, 'e': 0.17390757157340905}",20,5,24.057804261582326,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.1, 'e': 0.1729227228041151}",20,13,3.266600552447308,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1399,False,"{'a': 0.1, 'e': 0.17193770111211254}",30,19,7.195746112515314,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.1, 'e': 0.17095250748242338}",25,17,-4.0060062622994845,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1401,False,"{'a': 0.1, 'e': 0.16996714290024081}",30,18,23.099046455544478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.1, 'e': 0.1689816083509297}",20,9,15.205359002752653,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.1, 'e': 0.1679959048200241}",25,15,18.484475783829218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.1, 'e': 0.16701003329322792}",25,0,-4.401374062795817,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1405,False,"{'a': 0.1, 'e': 0.1660239947564121}",25,7,-19.752409916638374,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1406,False,"{'a': 0.1, 'e': 0.16503779019561562}",30,13,20.618464664055118,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.1, 'e': 0.16405142059704247}",20,12,-9.057269793331795,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1408,False,"{'a': 0.1, 'e': 0.16306488694706261}",20,12,15.26810174974355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.1, 'e': 0.1620781902322094}",25,16,19.388937939325682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.1, 'e': 0.16109133143917923}",20,16,8.405931820968139,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.1, 'e': 0.16010431155483126}",25,10,17.556476087996597,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1412,False,"{'a': 0.1, 'e': 0.15911713156618487}",20,13,13.933027314107198,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.1, 'e': 0.1581297924604204}",20,6,-16.421742138998706,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1414,False,"{'a': 0.1, 'e': 0.1571422952248764}",30,8,16.986710777866044,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1415,False,"{'a': 0.1, 'e': 0.15615464084705052}",20,3,-33.847150296297464,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1416,False,"{'a': 0.1, 'e': 0.15516683031459658}",25,11,27.807906064782497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.1, 'e': 0.15417886461532546}",20,12,-2.759919406702398,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1418,False,"{'a': 0.1, 'e': 0.15319074473720237}",30,16,29.225292245290426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.1, 'e': 0.15220247166834752}",25,9,-4.121518216278344,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1420,False,"{'a': 0.1, 'e': 0.15121404639703348}",30,16,17.36889036278908,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.1, 'e': 0.15022546991168584}",25,16,9.186530358371217,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.1, 'e': 0.1492367432008806}",25,17,13.914503198637167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.1, 'e': 0.14824786725334482}",30,14,18.22110116161173,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1424,False,"{'a': 0.1, 'e': 0.14725884305795392}",25,16,16.98206731387066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.1, 'e': 0.14626967160373244}",20,12,-38.7059612277085,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1426,False,"{'a': 0.1, 'e': 0.14528035387985133}",20,0,-9.925808594541913,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1427,False,"{'a': 0.1, 'e': 0.14429089087562869}",20,6,13.936023262421223,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1428,False,"{'a': 0.1, 'e': 0.14330128358052693}",25,12,23.751936825768226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.1, 'e': 0.1423115329841538}",30,14,28.744662310040773,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.1, 'e': 0.1413216400762593}",25,8,23.967622934841998,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.1, 'e': 0.14033160584673673}",30,24,10.563201524007757,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.1, 'e': 0.13934143128561977}",30,8,40.41292395944828,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.1, 'e': 0.13835111738308337}",25,11,-0.12874542445122494,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1434,False,"{'a': 0.1, 'e': 0.1373606651294409}",25,17,5.793715935522005,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1435,False,"{'a': 0.1, 'e': 0.13637007551514496}",20,13,16.619469596429315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.1, 'e': 0.13537934953078465}",20,5,-1.7713624395008876,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1437,False,"{'a': 0.1, 'e': 0.13438848816708632}",20,11,-26.78228681925155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1438,False,"{'a': 0.1, 'e': 0.1333974924149108}",25,8,25.126217578700654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.1, 'e': 0.1324063632652542}",20,5,13.949316336509629,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.1, 'e': 0.13141510170924514}",25,16,19.982068748468084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.1, 'e': 0.13042370873814554}",25,0,24.239282290626775,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
1442,False,"{'a': 0.1, 'e': 0.12943218534334786}",25,13,25.969309404300326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.1, 'e': 0.12844053251637585}",30,11,20.04252228200782,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1444,False,"{'a': 0.1, 'e': 0.1274487512488818}",30,4,26.34609144561567,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
1445,False,"{'a': 0.1, 'e': 0.12645684253264733}",20,10,19.959747311475684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.1, 'e': 0.12546480735958065}",25,18,5.926499761080237,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.1, 'e': 0.12447264672171729}",25,19,12.27154738177704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.1, 'e': 0.12348036161121737}",30,13,16.7659853369996,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1449,False,"{'a': 0.1, 'e': 0.12248795302036633}",25,15,20.071971408963464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.1, 'e': 0.12149542194157227}",25,15,21.555147761420645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.1, 'e': 0.12050276936736662}",25,19,11.101360592091398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.1, 'e': 0.1195099962904014}",20,10,16.814707099279087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.1, 'e': 0.11851710370345009}",20,3,-4.238879891743613,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1454,False,"{'a': 0.1, 'e': 0.11752409259940473}",20,9,17.635287601501883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.1, 'e': 0.11653096397127678}",20,8,22.0027266868043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.1, 'e': 0.11553771881219435}",30,17,-6.820874865997702,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1457,False,"{'a': 0.1, 'e': 0.11454435811540296}",20,10,8.560133917550912,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1458,False,"{'a': 0.1, 'e': 0.11355088287426278}",30,21,17.870998023248486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.1, 'e': 0.1125572940822494}",25,20,8.711239578660912,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.1, 'e': 0.1115635927329511}",20,15,10.766677240354962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.1, 'e': 0.11056977982006959}",20,3,19.336485267115624,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1462,False,"{'a': 0.1, 'e': 0.10957585633741725}",20,13,12.289466815488577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.1, 'e': 0.10858182327891792}",25,14,21.262110243266225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.1, 'e': 0.10758768163860415}",25,5,31.136788877113705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.1, 'e': 0.10659343241061792}",20,9,20.364787203814124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.1, 'e': 0.10559907658920793}",20,0,7.063776843860657,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1467,False,"{'a': 0.1, 'e': 0.10460461516873039}",25,11,23.36971714354048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.1, 'e': 0.10361004914364617}",25,15,23.731505788588468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.1, 'e': 0.10261537950852166}",25,20,8.73349596248994,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.1, 'e': 0.10162060725802598}",30,20,17.921836975820572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.1, 'e': 0.10062573338693173}",20,16,7.812807692873423,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.1, 'e': 0.09963075889011225}",30,13,-0.09058134863045653,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1473,False,"{'a': 0.1, 'e': 0.0986356847625424}",25,14,19.939085192655572,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.1, 'e': 0.0976405119992958}",20,12,3.929419468480843,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1475,False,"{'a': 0.1, 'e': 0.09664524159554555}",20,12,13.117056762559661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.1, 'e': 0.09564987454656154}",25,10,28.602416249324055,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
