trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1112,False,"{'a': 0.1, 'e': 0.4437655958745701}",20,7,-56.05019843966545,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
1113,False,"{'a': 0.1, 'e': 0.4428692312418743}",30,17,17.432450290388104,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.1, 'e': 0.44197242373998435}",30,0,-133.59864948568628,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
1115,False,"{'a': 0.1, 'e': 0.44107517426570736}",25,9,14.703765621603988,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.1, 'e': 0.440177483716293}",20,5,12.923518576548904,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1117,False,"{'a': 0.1, 'e': 0.43927935298943144}",20,6,-43.2362489468611,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
1118,False,"{'a': 0.1, 'e': 0.4383807829832537}",30,4,1.4126387633476893,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
1119,False,"{'a': 0.1, 'e': 0.4374817745963293}",25,2,-18.160811066493082,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
1120,False,"{'a': 0.1, 'e': 0.43658232872766695}",20,0,-39.81739400651571,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1121,False,"{'a': 0.1, 'e': 0.4356824462767121}",20,13,-51.58521740550046,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
1122,False,"{'a': 0.1, 'e': 0.43478212814334743}",20,8,21.700004851252704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.1, 'e': 0.43388137522789066}",25,5,-53.48932160322071,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
1124,False,"{'a': 0.1, 'e': 0.432980188431095}",30,14,-19.044719879610923,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
1125,False,"{'a': 0.1, 'e': 0.4320785686541468}",25,11,-58.85599617341582,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
1126,False,"{'a': 0.1, 'e': 0.4311765167986662}",20,8,-31.539849367656835,"{0: 6, 1: 3, 2: 3, 3: 0, 4: 0}",1
1127,False,"{'a': 0.1, 'e': 0.4302740337667045}",30,3,-42.73343742392554,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 1}",1
1128,False,"{'a': 0.1, 'e': 0.42937112046074505}",20,9,-3.808209247133916,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1129,False,"{'a': 0.1, 'e': 0.42846777778370077}",20,3,23.672280585940463,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1130,False,"{'a': 0.1, 'e': 0.4275640066389146}",30,14,31.952396043999574,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.1, 'e': 0.42665980793015723}",20,13,14.313464999553272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.1, 'e': 0.42575518256162764}",25,0,-29.65883895967577,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1133,False,"{'a': 0.1, 'e': 0.4248501314379508}",25,14,-50.954208567049804,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
1134,False,"{'a': 0.1, 'e': 0.42394465546417814}",30,0,-75.79258418380371,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
1135,False,"{'a': 0.1, 'e': 0.42303875554578513}",35,19,-14.404965056833312,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 0}",1
1136,False,"{'a': 0.1, 'e': 0.422132432588672}",25,6,-23.82354869893323,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
1137,False,"{'a': 0.1, 'e': 0.42122568749916134}",25,0,-73.9437409676058,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
1138,False,"{'a': 0.1, 'e': 0.42031852118399843}",25,15,-75.79559031518205,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
1139,False,"{'a': 0.1, 'e': 0.41941093455034917}",20,2,-49.025517183843355,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 0}",1
1140,False,"{'a': 0.1, 'e': 0.41850292850580045}",20,0,-95.84059123874232,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1141,False,"{'a': 0.1, 'e': 0.41759450395835795}",25,15,-33.280066752438486,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1142,False,"{'a': 0.1, 'e': 0.4166856618164465}",20,0,-37.473280299661845,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
1143,False,"{'a': 0.1, 'e': 0.4157764029889078}",25,0,-16.825751472636952,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1144,False,"{'a': 0.1, 'e': 0.4148667283850009}",20,0,-35.07854275239754,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1145,False,"{'a': 0.1, 'e': 0.4139566389144}",20,13,-27.01510623324888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1146,False,"{'a': 0.1, 'e': 0.4130461354871949}",20,8,5.558020558199055,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.1, 'e': 0.4121352190138885}",20,0,-47.085842749593105,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1148,False,"{'a': 0.1, 'e': 0.41122389040539764}",20,10,-36.97495371432563,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1149,False,"{'a': 0.1, 'e': 0.4103121505730504}",25,17,-9.0043868637717,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1150,False,"{'a': 0.1, 'e': 0.40940000042858704}",20,0,6.82778729554907,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1151,False,"{'a': 0.1, 'e': 0.40848744088415717}",25,2,-36.3759141126905,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
1152,False,"{'a': 0.1, 'e': 0.4075744728523206}",25,0,-53.36536890067779,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
1153,False,"{'a': 0.1, 'e': 0.40666109724604504}",20,3,-16.277386340190056,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
1154,False,"{'a': 0.1, 'e': 0.40574731497870625}",25,0,-77.04159714329484,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
1155,False,"{'a': 0.1, 'e': 0.4048331269640863}",35,20,-49.56740980733832,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 1}",1
1156,False,"{'a': 0.1, 'e': 0.40391853411637296}",25,20,10.455107488106442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.1, 'e': 0.4030035373501593}",20,7,10.754913049964825,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.1, 'e': 0.40208813758044176}",20,13,4.085513923632362,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.1, 'e': 0.4011723357226203}",30,1,-14.816935564731995,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
1160,False,"{'a': 0.1, 'e': 0.4002561326924963}",30,0,-39.24353762395219,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
1161,False,"{'a': 0.1, 'e': 0.3993395294062732}",20,0,-30.994230011172206,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1162,False,"{'a': 0.1, 'e': 0.3984225267805538}",25,13,-3.959957205733562,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
1163,False,"{'a': 0.1, 'e': 0.397505125732341}",20,0,-5.0349740336608155,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1164,False,"{'a': 0.1, 'e': 0.3965873271790354}",35,6,5.26710697943569,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 0}",1
1165,False,"{'a': 0.1, 'e': 0.39566913203843584}",25,0,-48.10305307938512,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1166,False,"{'a': 0.1, 'e': 0.39475054122873704}",20,8,20.874166851917835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.1, 'e': 0.3938315556685301}",30,7,23.142341581307505,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.1, 'e': 0.39291217627680014}",25,0,-38.38364165796102,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1169,False,"{'a': 0.1, 'e': 0.39199240397292684}",20,6,-1.6539186149497853,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1170,False,"{'a': 0.1, 'e': 0.391072239676682}",25,7,15.71283814900227,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.1, 'e': 0.3901516843082303}",25,15,-12.553768315878877,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.1, 'e': 0.3892307387881266}",20,13,-4.957954503395271,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.1, 'e': 0.38830940403731673}",25,17,-26.869094899391243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1174,False,"{'a': 0.1, 'e': 0.387387680977135}",20,8,1.605419257256925,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1175,False,"{'a': 0.1, 'e': 0.38646557052930475}",25,0,-2.7490294862592606,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1176,False,"{'a': 0.1, 'e': 0.385543073615936}",30,14,8.691172601635087,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1177,False,"{'a': 0.1, 'e': 0.38462019115952595}",20,5,13.218970035015714,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1178,False,"{'a': 0.1, 'e': 0.3836969240829566}",20,0,-15.000498628360832,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1179,False,"{'a': 0.1, 'e': 0.38277327330949534}",20,0,-51.5736269493751,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1180,False,"{'a': 0.1, 'e': 0.38184923976279245}",30,8,-63.71537250435828,"{0: 18, 1: 0, 2: 1, 3: 2, 4: 1}",1
1181,False,"{'a': 0.1, 'e': 0.38092482436688185}",25,11,-32.86252439513814,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
1182,False,"{'a': 0.1, 'e': 0.3800000280461784}",25,1,-20.285578909987596,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 0}",1
1183,False,"{'a': 0.1, 'e': 0.3790748517254788}",30,21,6.787448694681104,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1184,False,"{'a': 0.1, 'e': 0.3781492963299588}",25,14,7.764595196234815,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1185,False,"{'a': 0.1, 'e': 0.37722336278517427}",30,18,24.39511104471393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.1, 'e': 0.3762970520170581}",25,17,13.243721950823128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.1, 'e': 0.37537036495192155}",20,0,-43.45839029648628,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1188,False,"{'a': 0.1, 'e': 0.3744433025164511}",25,5,-61.68090645502493,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
1189,False,"{'a': 0.1, 'e': 0.37351586563770955}",20,10,9.636355018488796,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.1, 'e': 0.37258805524313326}",20,10,6.562111346632598,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1191,False,"{'a': 0.1, 'e': 0.371659872260533}",20,9,18.923104089916595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.1, 'e': 0.37073131761809125}",25,0,-26.49162024419621,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1193,False,"{'a': 0.1, 'e': 0.36980239224436295}",30,15,3.30965638543539,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1194,False,"{'a': 0.1, 'e': 0.36887309706827304}",30,15,6.183280997596602,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1195,False,"{'a': 0.1, 'e': 0.36794343301911697}",25,0,-55.806392303834045,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1196,False,"{'a': 0.1, 'e': 0.3670134010265584}",30,22,3.6038360177390754,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1197,False,"{'a': 0.1, 'e': 0.36608300202062954}",20,8,-3.4433010609416534,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1198,False,"{'a': 0.1, 'e': 0.365152236931729}",30,1,-1.0831294922894152,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 0}",1
1199,False,"{'a': 0.1, 'e': 0.36422110669062213}",25,2,-18.976101059543716,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
1200,False,"{'a': 0.1, 'e': 0.36328961222843875}",20,9,10.683855444530064,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.1, 'e': 0.3623577544766736}",25,0,-45.070032176803764,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1202,False,"{'a': 0.1, 'e': 0.361425534367184}",30,8,-12.722812434508855,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 0}",1
1203,False,"{'a': 0.1, 'e': 0.3604929528321903}",20,6,14.552812595412407,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.1, 'e': 0.35956001080427363}",30,19,10.056353879824847,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.1, 'e': 0.35862670921637635}",20,5,6.639686672204516,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1206,False,"{'a': 0.1, 'e': 0.3576930490017995}",25,0,-82.34305666968926,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
1207,False,"{'a': 0.1, 'e': 0.35675903109420365}",20,3,19.040008196875554,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1208,False,"{'a': 0.1, 'e': 0.35582465642760625}",20,11,5.686385853341408,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1209,False,"{'a': 0.1, 'e': 0.3548899259363823}",25,0,-40.825921721657096,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
1210,False,"{'a': 0.1, 'e': 0.3539548405552618}",20,6,23.484010734206542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.1, 'e': 0.3530194012193304}",25,11,3.0229941328175807,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1212,False,"{'a': 0.1, 'e': 0.35208360886402695}",25,9,-50.47743708991363,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
1213,False,"{'a': 0.1, 'e': 0.3511474644251443}",30,16,4.646104312764701,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1214,False,"{'a': 0.1, 'e': 0.3502109688388262}",20,16,7.917146416671032,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.1, 'e': 0.34927412304156863}",25,0,1.9225782433590657,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
1216,False,"{'a': 0.1, 'e': 0.348336927970217}",25,14,7.80296967156197,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.1, 'e': 0.34739938456196656}",25,10,11.909701999057406,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1218,False,"{'a': 0.1, 'e': 0.3464614937543603}",30,12,4.040956713122686,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1219,False,"{'a': 0.1, 'e': 0.3455232564852894}",20,12,9.987921081979371,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.1, 'e': 0.3445846736929906}",20,11,-43.6683725102859,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
1221,False,"{'a': 0.1, 'e': 0.34364574631604705}",35,12,-20.660022425725113,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 1}",1
1222,False,"{'a': 0.1, 'e': 0.3427064752933856}",30,7,3.455249593926718,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1223,False,"{'a': 0.1, 'e': 0.3417668615642776}",25,14,-22.731504960363985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1224,False,"{'a': 0.1, 'e': 0.3408269060683363}",20,9,-41.086998879290356,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
1225,False,"{'a': 0.1, 'e': 0.3398866097455176}",20,10,14.398701087094386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.1, 'e': 0.3389459735361172}",35,8,-4.238133056049157,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 0}",1
1227,False,"{'a': 0.1, 'e': 0.33800499838077175}",20,6,0.8609917670639751,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1228,False,"{'a': 0.1, 'e': 0.3370636852204559}",25,11,16.002966706420754,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.1, 'e': 0.3361220349964831}",20,6,22.036057669267528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.1, 'e': 0.3351800486505031}",20,0,-71.58727007608476,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
1231,False,"{'a': 0.1, 'e': 0.3342377271245026}",20,4,-6.5098027362990045,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1232,False,"{'a': 0.1, 'e': 0.3332950713608026}",20,12,2.704114273802819,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.1, 'e': 0.33235208230205926}",20,6,-48.718674402707585,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
1234,False,"{'a': 0.1, 'e': 0.3314087608912611}",30,1,-0.8144439475777991,"{0: 25, 1: 3, 2: 0, 3: 1, 4: 0}",1
1235,False,"{'a': 0.1, 'e': 0.33046510807172985}",20,12,7.52368009855402,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.1, 'e': 0.32952112478711787}",20,0,23.394581723092763,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1237,False,"{'a': 0.1, 'e': 0.3285768119814088}",20,11,-25.89917555222264,"{0: 5, 1: 3, 2: 0, 3: 1, 4: 0}",1
1238,False,"{'a': 0.1, 'e': 0.32763217059891486}",30,1,-63.083031073487156,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 2}",1
1239,False,"{'a': 0.1, 'e': 0.3266872015842779}",20,14,9.076233142600088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.1, 'e': 0.3257419058824663}",20,7,8.510559788765718,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1241,False,"{'a': 0.1, 'e': 0.32479628443877623}",25,15,16.659815629423303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.1, 'e': 0.3238503381988286}",20,8,20.952766344705573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.1, 'e': 0.3229040681085699}",25,10,-8.0643557545299,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
1244,False,"{'a': 0.1, 'e': 0.3219574751142698}",25,14,-22.308255835741498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1245,False,"{'a': 0.1, 'e': 0.32101056016252166}",20,8,-28.693787691000605,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
1246,False,"{'a': 0.1, 'e': 0.32006332420023986}",25,0,-13.975287672033753,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1247,False,"{'a': 0.1, 'e': 0.31911576817466075}",30,18,16.15207768337014,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.1, 'e': 0.31816789303333987}",25,8,19.698194836403573,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.1, 'e': 0.3172196997241527}",20,11,-52.91292350295049,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 1}",1
1250,False,"{'a': 0.1, 'e': 0.316271189195292}",30,5,-65.40999246391536,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",1
1251,False,"{'a': 0.1, 'e': 0.3153223623952687}",20,7,-9.242016337796656,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1252,False,"{'a': 0.1, 'e': 0.314373220272909}",20,0,-128.37449745999584,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
1253,False,"{'a': 0.1, 'e': 0.3134237637773555}",20,6,-75.72923171653484,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
1254,False,"{'a': 0.1, 'e': 0.3124739938580641}",35,17,-25.27444004223468,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1255,False,"{'a': 0.1, 'e': 0.3115239114648051}",20,0,29.19926506892986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1256,False,"{'a': 0.1, 'e': 0.3105735175476604}",20,14,-10.75184124135922,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1257,False,"{'a': 0.1, 'e': 0.3096228130570242}",25,1,-142.53448559178636,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 3}",1
1258,False,"{'a': 0.1, 'e': 0.3086717989436006}",20,12,14.09887739130628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.1, 'e': 0.3077204761584039}",20,12,15.545574414821262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.1, 'e': 0.3067688456527566}",20,0,-2.654558669908548,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1261,False,"{'a': 0.1, 'e': 0.30581690837828934}",20,0,-18.905506743723873,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1262,False,"{'a': 0.1, 'e': 0.30486466528693895}",20,9,12.382031724185435,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.1, 'e': 0.3039121173309489}",25,15,7.368050936302554,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.1, 'e': 0.3029592654628667}",25,15,0.9997143454214203,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1265,False,"{'a': 0.1, 'e': 0.30200611063554444}",25,1,21.168272377359244,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.1, 'e': 0.3010526538021365}",20,4,13.981109804788593,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1267,False,"{'a': 0.1, 'e': 0.3000988959161001}",25,0,34.31072721479019,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1268,False,"{'a': 0.1, 'e': 0.29914483793119256}",20,11,5.89110862946062,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1269,False,"{'a': 0.1, 'e': 0.2981904808014722}",25,0,-105.54682751737626,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
1270,False,"{'a': 0.1, 'e': 0.29723582548129573}",20,0,-56.302740661796804,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1271,False,"{'a': 0.1, 'e': 0.29628087292531874}",20,11,18.61291183433432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.1, 'e': 0.2953256240884933}",20,0,-43.9911207082128,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
1273,False,"{'a': 0.1, 'e': 0.29437007992606856}",25,11,10.906631428181134,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1274,False,"{'a': 0.1, 'e': 0.29341424139358824}",25,1,35.040059829049554,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.1, 'e': 0.29245810944689116}",20,12,-51.76865516471538,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
1276,False,"{'a': 0.1, 'e': 0.2915016850421088}",25,20,8.520083481385248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.1, 'e': 0.29054496913566596}",25,13,13.365590752379859,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.1, 'e': 0.28958796268427794}",25,12,-52.3104138564489,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
1279,False,"{'a': 0.1, 'e': 0.2886306666449516}",20,12,-26.331726731163382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1280,False,"{'a': 0.1, 'e': 0.2876730819749824}",20,4,-5.431087575077178,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1281,False,"{'a': 0.1, 'e': 0.2867152096319555}",25,15,-26.60631616553423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1282,False,"{'a': 0.1, 'e': 0.2857570505737428}",20,3,2.997572419071254,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.1, 'e': 0.28479860575850313}",20,6,-8.380240639037567,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1284,False,"{'a': 0.1, 'e': 0.28383987614468165}",20,15,7.061685906667474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.1, 'e': 0.2828808626910075}",20,4,-23.97931546087414,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1286,False,"{'a': 0.1, 'e': 0.2819215663564944}",25,3,-18.63700870188,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1287,False,"{'a': 0.1, 'e': 0.28096198810043826}",25,19,2.140761786980179,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.1, 'e': 0.2800021288824176}",20,9,-10.040301507973673,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1289,False,"{'a': 0.1, 'e': 0.2790419896622912}",20,13,3.8861800379640075,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1290,False,"{'a': 0.1, 'e': 0.2780815714001986}",30,12,33.016416198526215,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.1, 'e': 0.2771208750565576}",30,0,-82.97846497441854,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 3}",0
1292,False,"{'a': 0.1, 'e': 0.2761599015920648}",20,0,19.721604213819145,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1293,False,"{'a': 0.1, 'e': 0.2751986519676933}",20,7,0.6303136837522623,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
